"RESULTS
Karate Canada National Championship 2012 - Results",,,
"KUMITE INDIVIDUAL FEMALE
JUNIORS -48",2,LAMBERT EMILY,TEAM ALBERTA
"KUMITE INDIVIDUAL FEMALE
JUNIORS -48",3,FORTIN-DELISLE ISABELLE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
JUNIORS -48",4,GUMIENNY MARIKA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
JUNIORS -53",1,BARUSIC VICTORIA,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
JUNIORS -53",2,FURUMOTO-DESHAIES HANA,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
JUNIORS -53",3,POKRASS MICHAL,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
JUNIORS -53",4,REMONDINI ALEXANDRA,TEAM ALBERTA
"KUMITE INDIVIDUAL FEMALE
JUNIORS -59",1,HACHE CATHERINE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
JUNIORS -59",2,GUTHRIE AMANDA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
JUNIORS -59",3,ROWLAND SAMANTHA,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
JUNIORS -59",4,SIMARD CHLOÉ,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS +68",1,GRANT OLIVIA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS +68",2,KATCHIN BRITTENY,TEAM MANITOBA
"KUMITE INDIVIDUAL FEMALE
SENIORS +68",3,MICELI ALESSANDRA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS +68",4,KULENKAMP ANNE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -50",1,VIRK JUSLEEN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
SENIORS -50",2,COTÉ ROXANNE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -50",3,BARTLEY JADE,TEAM ONTARIO

"KUMITE INDIVIDUAL FEMALE
SENIORS -50",4,BOUDREAU-DROUIN CHARLOTTE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -55",1,RESTREPO VANESSA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS -55",2,CAMPBELL KATIE,KARATE NEW BRUNSWICK
"KUMITE INDIVIDUAL FEMALE
SENIORS -55",3,GUILLETTE JENNIFER,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -55",4,BOULÉ MARIANNE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -61",1,KHALILI GOLI,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS -61",2,DESJARDINS KAMILLE,KARATÉ CAMA
"KUMITE INDIVIDUAL FEMALE
SENIORS -61",3,GUIET JOANNA,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -61",4,MAIKAWA ANDREA,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
SENIORS -68",1,L ECUYER-LAFLEUR MAUDE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -68",2,THIBAUDEAU CLOÉ,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
SENIORS -68",3,BRATIC NADJA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS -68",4,JAQUE-WEISSER VANESSA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS OPEN",1,CAMPBELL KATIE,KARATE NEW BRUNSWICK
"KUMITE INDIVIDUAL FEMALE
SENIORS OPEN",2,GRANT OLIVIA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS OPEN",3,KHALILI GOLI,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
SENIORS OPEN",4,SCHAFER KRISTIE,TEAM ALBERTA
"KUMITE INDIVIDUAL FEMALE U21
+60",1,THIBAUDEAU CLOÉ,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
U21 +60",2,JAQUE-WEISSER VANESSA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
U21 +60",3,LANDRY JASMINE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
U21 +60",4,BELANGER CELYNNE,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE U21
-53",1,BARUSIC VICTORIA,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
U21 -53",2,VIRK JUSLEEN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL FEMALE
U21 -53",3,BARTLEY JADE,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
U21 -53",4,BOUDREAU-DROUIN CHARLOTTE,TEAM QUÉBEC

"KUMITE INDIVIDUAL FEMALE U21
-60",1,DESJARDINS KAMILLE,KARATÉ CAMA
"KUMITE INDIVIDUAL FEMALE
U21 -60",2,BOULÉ MARIANNE,TEAM QUÉBEC
"KUMITE INDIVIDUAL FEMALE
U21 -60",3,KRYSTANTOS SAMANTHA,TEAM ONTARIO
"KUMITE INDIVIDUAL FEMALE
U21 -60",4,HATHI YASHNA,KARATE NEW BRUNSWICK
"KUMITE INDIVIDUAL MALE
CADETS +70",1,RIVEST ALEXANDRE-BENJAMIN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS +70",2,SOUCY ALEXIS,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS +70",3,LY BRENDON,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
CADETS +70",4,THOMPSON NOAH,TEAM ALBERTA
"KUMITE INDIVIDUAL MALE
CADETS -52",1,ALEKSEV ARTYOM,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
CADETS -52",2,FILLION JEAN-DANIEL,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -52",3,BISSON NICOLAS,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -52",4,MAND ISAAC,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
CADETS -57",1,THIBEAULT DENVER,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -57",2,BOND-DODIER OLIVIER,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -57",3,CHAN TERRENCE,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
CADETS -57",4,POWER CURTIS,KARATE NOVA SCOTIA
"KUMITE INDIVIDUAL MALE
CADETS -63",1,RIVARD MAXIME,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -63",2,BERARDINO JEREMY,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -63",3,TRIBE JACKSON,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
CADETS -63",4,MARTIN LIAM,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
CADETS -70",1,RIVEST NICHOLAS-PATRICK,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
CADETS -70",2,SILVA RAFAEL,TEAM ALBERTA
"KUMITE INDIVIDUAL MALE
CADETS -70",3,KELLERMAN-THOMPSON JUSTIN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
CADETS -70",4,BLAIN-DASSYLVA JOEL,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
JUNIORS +76",1,VASIC CEDOMIR,TEAM BRITISH COLUMBIA

"KUMITE INDIVIDUAL MALE
JUNIORS +76",2,DOUBLEDAY MARK,KARATE NOVA SCOTIA
"KUMITE INDIVIDUAL MALE
JUNIORS +76",3,REED BRETT,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS +76",4,ZHANG DANIEL,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -55",1,NGUYEN TAN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -55",2,MOGYINYAK ROMAN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS -55",3,LE FORESTIER YANN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
JUNIORS -55",4,NGUYEN THIEN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -61",1,CHAN DEREK,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -61",2,BOULE ANTOINE,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
JUNIORS -61",3,MATHARU AVNEET,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -61",4,HOLLY ANDREJ,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS -68",1,BORDELEAU ALEXIS,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
JUNIORS -68",2,SEMENIKHINE VADIM,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS -68",3,CREANEY DYLAN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS -68",4,KALOTY SUKRESH,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
JUNIORS -76",1,SOUCY PHILIPPE,KARATÉ CAMA
"KUMITE INDIVIDUAL MALE
JUNIORS -76",2,DEVEAU TYLER,ATLANTIC KUMITE TEAM 1
"KUMITE INDIVIDUAL MALE
JUNIORS -76",3,GAYSINSKY DANIEL,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
JUNIORS -76",4,KHAN SULTAN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS +84",1,DHILLON SHAUN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
SENIORS +84",2,DE SOUSA COSTA CHRIS,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS +84",3,GUINDON ROCK,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS +84",4,SEQUEIRA SNEDDEN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -60",1,MARTIN CODY,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
SENIORS -60",2,VIAU GUY,TEAM QUÉBEC

"KUMITE INDIVIDUAL MALE
SENIORS -60",3,CHUNG LEIVIN,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -60",4,CHAN DEREK,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
SENIORS -67",1,L ECUYER LAFLEUR LOUIS-PHILIPPE,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS -67",2,CHUNG LEIRICK,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -67",3,MAH ERIC,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
SENIORS -67",4,DAVID ALEXANDER,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -75",1,SOUCY PASCAL,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS -75",2,CODERRE MATHIEU,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS -75",3,BRANDT ERICK,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -75",4,SOUCY PHILIPPE,KARATÉ CAMA
"KUMITE INDIVIDUAL MALE
SENIORS -84",1,ALEXANDRU SORIN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS -84",2,BAZHENOV KIRILL,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS -84",3,WACKERSHAUSER ADAM,TEAM ALBERTA
"KUMITE INDIVIDUAL MALE
SENIORS -84",4,TREMBLAY GUILLAUME,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS OPEN",1,ALEXANDRU SORIN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
SENIORS OPEN",2,BAZHENOV KIRILL,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
SENIORS OPEN",3,BEYTOEI ARASH,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
SENIORS OPEN",4,BURET SEBASTIEN,TEAM ALBERTA
"KUMITE INDIVIDUAL MALE U21
+78",1,BURKE CHRIS,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE
U21 +78",2,TCHIBOZO HENRI,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
U21 +78",3,KINGRA JASON,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
U21 +78",4,CAOUETTE KEVIN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE U21
-68",1,CHAN DEREK,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
U21 -68",2,KUGLER KEVIN,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
U21 -68",3,HOURAHINE JEREMY,TEAM ONTARIO

"KUMITE INDIVIDUAL MALE
U21 -68",4,BACCHUS SANJAY,TEAM ONTARIO
"KUMITE INDIVIDUAL MALE U21
-78",1,SOUCY PASCAL,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
U21 -78",2,BOILY-MARTINEAU PATRICE,TEAM QUÉBEC
"KUMITE INDIVIDUAL MALE
U21 -78",3,ROBINSON DYLAN,TEAM BRITISH COLUMBIA
"KUMITE INDIVIDUAL MALE
U21 -78",4,ADIGAMOV DENIS,TEAM ONTARIO
KUMITE TEAM FEMALE SENIORS,1,"QUEBEC FEMMES KUMITE(BOULE, DESJARDINS, GUILLETTE, L ECUYER LAFLEUR)",TEAM QUÉBEC
"KUMITE TEAM FEMALE
SENIORS",2,"ONTARIO FEMALE TEAM KUMITE(GRANT, KHALILI, RESTREPO)",TEAM ONTARIO
"KUMITE TEAM FEMALE
SENIORS",3,"ALBERTA TEAM(GOLDSMITH, LAMBERT, REMONDINI, SCHAFER)",TEAM ALBERTA
"KUMITE TEAM FEMALE
SENIORS",3,"BC TEAM (BARUSIC, BELANGER, MAIKAWA, VIRK)",TEAM BRITISH COLUMBIA
"KUMITE TEAM FEMALE
SENIORS",5,"KNB WOMENS TEAM KUMITE(CAMPBELL, HATHI)",KARATE NEW BRUNSWICK
KUMITE TEAM MALE SENIORS,1,"ÉQUIPE QUÉBEC HOMMES KUMITE(BOILY-MARTINEAU, CODERRE, GUINDON, L ECUYER
LAFLEUR, SORIN, SOUCY, TREMBLAY)",TEAM QUÉBEC
KUMITE TEAM MALE SENIORS,2,"BC TEAM (BEYTOEI, DHILLON, EDBERG, KINGRA, PURVES, RICHES, ROBINSON)",TEAM BRITISH COLUMBIA
KUMITE TEAM MALE SENIORS,3,"ONTARIO MALE TEAM KUMITE(BAZHENOV, BURKE, DE SOUSA COSTA, PAKATCHIAN,
SINANI)",TEAM ONTARIO
KUMITE TEAM MALE SENIORS,3,"TEAM NOVA SCOTIA(ARMOUR, DEVEAU, DOUBLEDAY, KELLY, MCKENNEY, RICHARDS,
SMITH)",KARATE NOVA SCOTIA
,,"Privacy statement | GTC | Imprint
SET Online by sportdata.org © sportdata GmbH & Co KG 2001 - 2019 (2019-12-03 21:13:18 CET +01:00)
WKF (World Karate Federation) APPROVED SOFTWARE",
